Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.590243902439
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.19000005722046
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1104044
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,17200
Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4640.92178404281
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.359
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.4400005340576
Ethiopia,ETH,"Population, total",SP.POP.TOTL,100835458
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,1129272.914
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,482.639066335501
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.048
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.20000004768372
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48051
Faroe Islands,FRO,Land area (sq. km),AG.LND.TOTL.K2,1396
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8439024390244
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Fiji,FJI,"Population, total",SP.POP.TOTL,868627
Fiji,FJI,Land area (sq. km),AG.LND.TOTL.K2,18270
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4352.46625651536
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.103
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.3600001335144
Finland,FIN,"Population, total",SP.POP.TOTL,5479531
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,303910
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,45647.6685921765
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4804878048781
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.38000011444092
France,FRA,"Population, total",SP.POP.TOTL,66548272
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,547557
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41793.5447118859
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3219512195122
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.3500003814697
French Polynesia,PYF,"Population, total",SP.POP.TOTL,273124
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,3660
French Polynesia,PYF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.787
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.0600004196167
Gabon,GAB,"Population, total",SP.POP.TOTL,1947686
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,257670
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9521.288558578
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.913
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.2199993133545
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2085860
"Gambia, The",GMB,Land area (sq. km),AG.LND.TOTL.K2,10120
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,754.992433680038
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.91
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.30000019073486
Georgia,GEO,"Population, total",SP.POP.TOTL,3725276
Georgia,GEO,Land area (sq. km),AG.LND.TOTL.K2,69490
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4185.81387084247
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.973
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.5100002288818
Germany,DEU,"Population, total",SP.POP.TOTL,81686611
Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,348860
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,45208.062454025
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6414634146341
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.61999988555908
Ghana,GHA,"Population, total",SP.POP.TOTL,27849205
Ghana,GHA,Land area (sq. km),AG.LND.TOTL.K2,227540
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1625.90582584245
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.772
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.80999994277954
Gibraltar,GIB,"Population, total",SP.POP.TOTL,33736
Gibraltar,GIB,Land area (sq. km),AG.LND.TOTL.K2,10
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greece,GRC,"Population, total",SP.POP.TOTL,10820883
Greece,GRC,Land area (sq. km),AG.LND.TOTL.K2,128900
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,22615.3945607527
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.0365853658537
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.8999996185303
Greenland,GRL,"Population, total",SP.POP.TOTL,56114
Greenland,GRL,Land area (sq. km),AG.LND.TOTL.K2,410450
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,45351.1394675318
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2463414634146
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,"Population, total",SP.POP.TOTL,109599
Grenada,GRD,Land area (sq. km),AG.LND.TOTL.K2,340
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8194.2381676678
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.445
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Guam,GUM,"Population, total",SP.POP.TOTL,161853
Guam,GUM,Land area (sq. km),AG.LND.TOTL.K2,540
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,32151.9120777962
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.144
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.90000009536743
Guatemala,GTM,"Population, total",SP.POP.TOTL,15567419
Guatemala,GTM,Land area (sq. km),AG.LND.TOTL.K2,107160
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3210.86967002297
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.25
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.50999999046326
Guinea,GIN,"Population, total",SP.POP.TOTL,11432088
Guinea,GIN,Land area (sq. km),AG.LND.TOTL.K2,245720
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,750.403076362942
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.598
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.38000011444092
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1737202
Guinea-Bissau,GNB,Land area (sq. km),AG.LND.TOTL.K2,28120
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,575.052149926692
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.959
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.00999999046326
Guyana,GUY,"Population, total",SP.POP.TOTL,767432
Guyana,GUY,Land area (sq. km),AG.LND.TOTL.K2,196850
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5257.45623282203
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.262
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.460000038147
Haiti,HTI,"Population, total",SP.POP.TOTL,10695542
Haiti,HTI,Land area (sq. km),AG.LND.TOTL.K2,27560
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1260.60020357319
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.485
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.9499998092651
Honduras,HND,"Population, total",SP.POP.TOTL,9112916
Honduras,HND,Land area (sq. km),AG.LND.TOTL.K2,111890
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2067.29003376698
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.495
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.15000009536743
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7291300
"Hong Kong SAR, China",HKG,Land area (sq. km),AG.LND.TOTL.K2,1050
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36260.5885544438
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.2780487804878
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.3199999332428
Hungary,HUN,"Population, total",SP.POP.TOTL,9843028
Hungary,HUN,Land area (sq. km),AG.LND.TOTL.K2,91260
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14850.4252030047
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.5682926829269
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.80999994277954
Iceland,ISL,"Population, total",SP.POP.TOTL,330815
Iceland,ISL,Land area (sq. km),AG.LND.TOTL.K2,100250
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,47533.6992436457
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4682926829268
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.98000001907349
India,IND,"Population, total",SP.POP.TOTL,1310152403
India,IND,Land area (sq. km),AG.LND.TOTL.K2,2973190
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1751.6644288593
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.607
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.55999994277954
Indonesia,IDN,"Population, total",SP.POP.TOTL,258383256
Indonesia,IDN,Land area (sq. km),AG.LND.TOTL.K2,1811570
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3824.27488523624
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.768
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.51000022888184
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,78492215
"Iran, Islamic Rep.",IRN,Land area (sq. km),AG.LND.TOTL.K2,1628760
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6070.18728372393
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.796
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.0600004196167
Iraq,IRQ,"Population, total",SP.POP.TOTL,35572261
Iraq,IRQ,Land area (sq. km),AG.LND.TOTL.K2,434128
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5295.99318096283
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.929
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.7200002670288
Ireland,IRL,"Population, total",SP.POP.TOTL,4701957
Ireland,IRL,Land area (sq. km),AG.LND.TOTL.K2,68890
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,65432.7347200181
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4536585365854
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.90999984741211
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83234
Isle of Man,IMN,Land area (sq. km),AG.LND.TOTL.K2,570
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,84923.1802843382
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Israel,ISR,"Population, total",SP.POP.TOTL,8380100
Israel,ISR,Land area (sq. km),AG.LND.TOTL.K2,21640
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33071.4120986877
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0512195121951
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.25
Italy,ITA,"Population, total",SP.POP.TOTL,60730582
Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33961.4361902228
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5439024390244
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.8999996185303
Jamaica,JAM,"Population, total",SP.POP.TOTL,2891021
Jamaica,JAM,Land area (sq. km),AG.LND.TOTL.K2,10830
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4722.0465213814
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.098
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.5100002288818
Japan,JPN,"Population, total",SP.POP.TOTL,127141000
Japan,JPN,Land area (sq. km),AG.LND.TOTL.K2,364500
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,47102.5808781498
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7939024390244
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.40000009536743
Jordan,JOR,"Population, total",SP.POP.TOTL,9266575
Jordan,JOR,Land area (sq. km),AG.LND.TOTL.K2,88780
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3350.39349005979
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.078
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.0799999237061
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,17542806
Kazakhstan,KAZ,Land area (sq. km),AG.LND.TOTL.K2,2699700
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10617.4746550491
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.97
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.92999982833862
Kenya,KEN,"Population, total",SP.POP.TOTL,47878336
Kenya,KEN,Land area (sq. km),AG.LND.TOTL.K2,569140
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1093.13417026063
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.798
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.79999995231628
Kiribati,KIR,"Population, total",SP.POP.TOTL,110930
Kiribati,KIR,Land area (sq. km),AG.LND.TOTL.K2,810
Kiribati,KIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1710.65641002456
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.291
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25183833
"Korea, Dem. People's Rep.",PRK,Land area (sq. km),AG.LND.TOTL.K2,120410
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.481
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.82999992370605
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51014947
"Korea, Rep.",KOR,Land area (sq. km),AG.LND.TOTL.K2,97445
"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26063.7064870504
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0243902439024
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.54999995231628
Kosovo,XKX,"Population, total",SP.POP.TOTL,1788196
Kosovo,XKX,Land area (sq. km),AG.LND.TOTL.K2,10887
Kosovo,XKX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3816.96244256105
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4951219512195
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Kuwait,KWT,"Population, total",SP.POP.TOTL,3835591
Kuwait,KWT,Land area (sq. km),AG.LND.TOTL.K2,17820
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,35969.3493105175
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.13
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.20000004768372
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,5956900
Kyrgyz Republic,KGZ,Land area (sq. km),AG.LND.TOTL.K2,191800
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1021.16079140488
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6512195121951
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.55999994277954
Lao PDR,LAO,"Population, total",SP.POP.TOTL,6741164
Lao PDR,LAO,Land area (sq. km),AG.LND.TOTL.K2,230800
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1538.85116913062
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.546
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.689999997615814
Latvia,LVA,"Population, total",SP.POP.TOTL,1977527
Latvia,LVA,Land area (sq. km),AG.LND.TOTL.K2,62130
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14414.2537705736
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4804878048781
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.86999988555908
Lebanon,LBN,"Population, total",SP.POP.TOTL,6532678
Lebanon,LBN,Land area (sq. km),AG.LND.TOTL.K2,10230
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6487.89908167494
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.768
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.30999994277954
Lesotho,LSO,"Population, total",SP.POP.TOTL,2059021
Lesotho,LSO,Land area (sq. km),AG.LND.TOTL.K2,30360
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1363.93140254357
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.038
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.3999996185303
Liberia,LBR,"Population, total",SP.POP.TOTL,4472230
Liberia,LBR,Land area (sq. km),AG.LND.TOTL.K2,96320
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,571.453129531788
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.269
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.07999992370605
Libya,LBY,"Population, total",SP.POP.TOTL,6418315
Libya,LBY,Land area (sq. km),AG.LND.TOTL.K2,1759540
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5899.89964685628
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.121
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.8700008392334
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,37470
Liechtenstein,LIE,Land area (sq. km),AG.LND.TOTL.K2,160
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6560975609756
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,2904910
Lithuania,LTU,Land area (sq. km),AG.LND.TOTL.K2,62650
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,15398.8619054376
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3219512195122
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.11999988555908
Luxembourg,LUX,"Population, total",SP.POP.TOTL,569604
Luxembourg,LUX,Land area (sq. km),AG.LND.TOTL.K2,2430
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,107638.212259786
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2926829268293
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.67000007629395
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,602085
"Macao SAR, China",MAC,Land area (sq. km),AG.LND.TOTL.K2,30.4
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,53478.7900860778
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.707
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.80999994277954
Madagascar,MDG,"Population, total",SP.POP.TOTL,24234088
Madagascar,MDG,Land area (sq. km),AG.LND.TOTL.K2,581800
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,469.942367089597
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.539
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.78999996185303
Malawi,MWI,"Population, total",SP.POP.TOTL,16745303
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,94280
Malawi,MWI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,507.548405016318
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.953
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.84999990463257
Malaysia,MYS,"Population, total",SP.POP.TOTL,30270962
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,328550
Malaysia,MYS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10912.1530819693
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.461
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.09999990463257
Maldives,MDV,"Population, total",SP.POP.TOTL,454915
Maldives,MDV,Land area (sq. km),AG.LND.TOTL.K2,300
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7501.54519042946
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.691
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.67000007629395
Mali,MLI,"Population, total",SP.POP.TOTL,17438778
Mali,MLI,Land area (sq. km),AG.LND.TOTL.K2,1220190
Mali,MLI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,729.633626101458
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.509
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.73000001907349
Malta,MLT,"Population, total",SP.POP.TOTL,445053
Malta,MLT,Land area (sq. km),AG.LND.TOTL.K2,320
Malta,MLT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26426.6817711982
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8975609756097
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.38000011444092
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,57439
Marshall Islands,MHL,Land area (sq. km),AG.LND.TOTL.K2,180
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2855.23846403751
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Mauritania,MRT,"Population, total",SP.POP.TOTL,4046301
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,1030700
